"text","label"
"I am thrilled about this tonight","Excitement"
"I am thrilled about this in the lab","Excitement"
"I am thrilled about this during practice","Excitement"
"I am thrilled about this with friends","Excitement"
"I am thrilled about this at home","Excitement"
"I am pumped for this today","Excitement"
"I am pumped for this this week","Excitement"
"I am pumped for this at college","Excitement"
"I am pumped for this during the project","Excitement"
"I am pumped for this in this situation","Excitement"
"I am pumped for this right now","Excitement"
"I am pumped for this with my team","Excitement"
"I am pumped for this in class","Excitement"
"I am pumped for this after the meeting","Excitement"
"I am pumped for this this morning","Excitement"
"I am pumped for this tonight","Excitement"
"I am pumped for this in the lab","Excitement"
"I am pumped for this during practice","Excitement"
"I am pumped for this with friends","Excitement"
"I am pumped for this at home","Excitement"
"I cannot wait for this today","Excitement"
"I cannot wait for this this week","Excitement"
"I cannot wait for this at college","Excitement"
"I cannot wait for this during the project","Excitement"
"I cannot wait for this in this situation","Excitement"
"I cannot wait for this right now","Excitement"
"I cannot wait for this with my team","Excitement"
"I cannot wait for this in class","Excitement"
"I cannot wait for this after the meeting","Excitement"
"I cannot wait for this this morning","Excitement"
"I cannot wait for this tonight","Excitement"
"I cannot wait for this in the lab","Excitement"
"I cannot wait for this during practice","Excitement"
"I cannot wait for this with friends","Excitement"
"I cannot wait for this at home","Excitement"
"I feel scared today","Fear"
"I feel scared this week","Fear"
"I feel scared at college","Fear"
"I feel scared during the project","Fear"
"I feel scared in this situation","Fear"
"I feel scared right now","Fear"
"I feel scared with my team","Fear"
"I feel scared in class","Fear"
"I feel scared after the meeting","Fear"
"I feel scared this morning","Fear"
"I feel scared tonight","Fear"
"I feel scared in the lab","Fear"
"I feel scared during practice","Fear"
"I feel scared with friends","Fear"
"I feel scared at home","Fear"
"I am afraid of this today","Fear"
"I am afraid of this this week","Fear"
"I am afraid of this at college","Fear"
"I am afraid of this during the project","Fear"
"I am afraid of this in this situation","Fear"
"I am afraid of this right now","Fear"
"I am afraid of this with my team","Fear"
"I am afraid of this in class","Fear"
"I am afraid of this after the meeting","Fear"
"I am afraid of this this morning","Fear"
"I am afraid of this tonight","Fear"
"I am afraid of this in the lab","Fear"
"I am afraid of this during practice","Fear"
"I am afraid of this with friends","Fear"
"I am afraid of this at home","Fear"
"This makes me fearful today","Fear"
"This makes me fearful this week","Fear"
"This makes me fearful at college","Fear"
"This makes me fearful during the project","Fear"
"This makes me fearful in this situation","Fear"
"This makes me fearful right now","Fear"
"This makes me fearful with my team","Fear"
"This makes me fearful in class","Fear"
"This makes me fearful after the meeting","Fear"
"This makes me fearful this morning","Fear"
"This makes me fearful tonight","Fear"
"This makes me fearful in the lab","Fear"
"This makes me fearful during practice","Fear"
"This makes me fearful with friends","Fear"
"This makes me fearful at home","Fear"
"I feel terrified now today","Fear"
"I feel terrified now this week","Fear"
"I feel terrified now at college","Fear"
"I feel terrified now during the project","Fear"
"I feel terrified now in this situation","Fear"
"I feel terrified now right now","Fear"
"I feel terrified now with my team","Fear"
"I feel terrified now in class","Fear"
"I feel terrified now after the meeting","Fear"
"I feel terrified now this morning","Fear"
"I feel terrified now tonight","Fear"
"I feel terrified now in the lab","Fear"
"I feel terrified now during practice","Fear"
"I feel terrified now with friends","Fear"
"I feel terrified now at home","Fear"
"Thank you so much today","Gratitude"
"Thank you so much this week","Gratitude"
"Thank you so much at college","Gratitude"
"Thank you so much during the project","Gratitude"
"Thank you so much in this situation","Gratitude"
"Thank you so much right now","Gratitude"
"Thank you so much with my team","Gratitude"
"Thank you so much in class","Gratitude"
"Thank you so much after the meeting","Gratitude"
"Thank you so much this morning","Gratitude"
"Thank you so much tonight","Gratitude"
"Thank you so much in the lab","Gratitude"
"Thank you so much during practice","Gratitude"
"Thank you so much with friends","Gratitude"
"Thank you so much at home","Gratitude"
"I am very grateful today","Gratitude"
"I am very grateful this week","Gratitude"
"I am very grateful at college","Gratitude"
"I am very grateful during the project","Gratitude"
"I am very grateful in this situation","Gratitude"
"I am very grateful right now","Gratitude"
"I am very grateful with my team","Gratitude"
"I am very grateful in class","Gratitude"
"I am very grateful after the meeting","Gratitude"
"I am very grateful this morning","Gratitude"
"I am very grateful tonight","Gratitude"
"I am very grateful in the lab","Gratitude"
"I am very grateful during practice","Gratitude"
"I am very grateful with friends","Gratitude"
"I am very grateful at home","Gratitude"
"I appreciate your help today","Gratitude"
"I appreciate your help this week","Gratitude"
"I appreciate your help at college","Gratitude"
"I appreciate your help during the project","Gratitude"
"I appreciate your help in this situation","Gratitude"
"I appreciate your help right now","Gratitude"
"I appreciate your help with my team","Gratitude"
"I appreciate your help in class","Gratitude"
"I appreciate your help after the meeting","Gratitude"
"I appreciate your help this morning","Gratitude"
"I appreciate your help tonight","Gratitude"
"I appreciate your help in the lab","Gratitude"
"I appreciate your help during practice","Gratitude"
"I appreciate your help with friends","Gratitude"
"I appreciate your help at home","Gratitude"
"Thanks for supporting me today","Gratitude"
"Thanks for supporting me this week","Gratitude"
"Thanks for supporting me at college","Gratitude"
"Thanks for supporting me during the project","Gratitude"
"Thanks for supporting me in this situation","Gratitude"
"Thanks for supporting me right now","Gratitude"
"Thanks for supporting me with my team","Gratitude"
"Thanks for supporting me in class","Gratitude"
"Thanks for supporting me after the meeting","Gratitude"
"Thanks for supporting me this morning","Gratitude"
"Thanks for supporting me tonight","Gratitude"
"Thanks for supporting me in the lab","Gratitude"
"Thanks for supporting me during practice","Gratitude"
"Thanks for supporting me with friends","Gratitude"
"Thanks for supporting me at home","Gratitude"
"I am grieving this loss today","Grief"
"I am grieving this loss this week","Grief"
"I am grieving this loss at college","Grief"
"I am grieving this loss during the project","Grief"
"I am grieving this loss in this situation","Grief"
"I am grieving this loss right now","Grief"
"I am grieving this loss with my team","Grief"
"I am grieving this loss in class","Grief"
"I am grieving this loss after the meeting","Grief"
"I am grieving this loss this morning","Grief"
"I am grieving this loss tonight","Grief"
"I am grieving this loss in the lab","Grief"
"I am grieving this loss during practice","Grief"
"I am grieving this loss with friends","Grief"
"I am grieving this loss at home","Grief"
"My heart feels broken today","Grief"
"My heart feels broken this week","Grief"
"My heart feels broken at college","Grief"
"My heart feels broken during the project","Grief"
"My heart feels broken in this situation","Grief"
"My heart feels broken right now","Grief"
"My heart feels broken with my team","Grief"
"My heart feels broken in class","Grief"
"My heart feels broken after the meeting","Grief"
"My heart feels broken this morning","Grief"
"My heart feels broken tonight","Grief"
"My heart feels broken in the lab","Grief"
"My heart feels broken during practice","Grief"
"My heart feels broken with friends","Grief"
"My heart feels broken at home","Grief"
"I am mourning deeply today","Grief"
"I am mourning deeply this week","Grief"
"I am mourning deeply at college","Grief"
"I am mourning deeply during the project","Grief"
"I am mourning deeply in this situation","Grief"
"I am mourning deeply right now","Grief"
"I am mourning deeply with my team","Grief"
"I am mourning deeply in class","Grief"
"I am mourning deeply after the meeting","Grief"
"I am mourning deeply this morning","Grief"
"I am mourning deeply tonight","Grief"
"I am mourning deeply in the lab","Grief"
"I am mourning deeply during practice","Grief"
"I am mourning deeply with friends","Grief"
"I am mourning deeply at home","Grief"
"This loss hurts me today","Grief"
"This loss hurts me this week","Grief"
"This loss hurts me at college","Grief"
"This loss hurts me during the project","Grief"
"This loss hurts me in this situation","Grief"
"This loss hurts me right now","Grief"
"This loss hurts me with my team","Grief"
"This loss hurts me in class","Grief"
"This loss hurts me after the meeting","Grief"
"This loss hurts me this morning","Grief"
"This loss hurts me tonight","Grief"
"This loss hurts me in the lab","Grief"
"This loss hurts me during practice","Grief"
"This loss hurts me with friends","Grief"
"This loss hurts me at home","Grief"
"I feel joyful today","Joy"
"I feel joyful this week","Joy"
"I feel joyful at college","Joy"
"I feel joyful during the project","Joy"
"I feel joyful in this situation","Joy"
"I feel joyful right now","Joy"
"I feel joyful with my team","Joy"
"I feel joyful in class","Joy"
"I feel joyful after the meeting","Joy"
"I feel joyful this morning","Joy"
"I feel joyful tonight","Joy"
"I feel joyful in the lab","Joy"
"I feel joyful during practice","Joy"
"I feel joyful with friends","Joy"
"I feel joyful at home","Joy"
"I am very happy today","Joy"
"I am very happy this week","Joy"
"I am very happy at college","Joy"
"I am very happy during the project","Joy"
"I am very happy in this situation","Joy"
"I am very happy right now","Joy"
"I am very happy with my team","Joy"
"I am very happy in class","Joy"
"I am very happy after the meeting","Joy"
"I am very happy this morning","Joy"
"I am very happy tonight","Joy"
"I am very happy in the lab","Joy"
"I am very happy during practice","Joy"
"I am very happy with friends","Joy"
"I am very happy at home","Joy"
"This makes me delighted today","Joy"
"This makes me delighted this week","Joy"
"This makes me delighted at college","Joy"
"This makes me delighted during the project","Joy"
"This makes me delighted in this situation","Joy"
"This makes me delighted right now","Joy"
"This makes me delighted with my team","Joy"
"This makes me delighted in class","Joy"
"This makes me delighted after the meeting","Joy"
"This makes me delighted this morning","Joy"
"This makes me delighted tonight","Joy"
"This makes me delighted in the lab","Joy"
"This makes me delighted during practice","Joy"
"This makes me delighted with friends","Joy"
"This makes me delighted at home","Joy"
"I feel great today today","Joy"
"I feel great today this week","Joy"
"I feel great today at college","Joy"
"I feel great today during the project","Joy"
"I feel great today in this situation","Joy"
"I feel great today right now","Joy"
"I feel great today with my team","Joy"
"I feel great today in class","Joy"
"I feel great today after the meeting","Joy"
"I feel great today this morning","Joy"
"I feel great today tonight","Joy"
"I feel great today in the lab","Joy"
"I feel great today during practice","Joy"
"I feel great today with friends","Joy"
"I feel great today at home","Joy"
"I love my family today","Love"
"I love my family this week","Love"
"I love my family at college","Love"
"I love my family during the project","Love"
"I love my family in this situation","Love"
"I love my family right now","Love"
"I love my family with my team","Love"
"I love my family in class","Love"
"I love my family after the meeting","Love"
"I love my family this morning","Love"
"I love my family tonight","Love"
"I love my family in the lab","Love"
"I love my family during practice","Love"
"I love my family with friends","Love"
"I love my family at home","Love"
"I deeply adore this person today","Love"
"I deeply adore this person this week","Love"
"I deeply adore this person at college","Love"
"I deeply adore this person during the project","Love"
"I deeply adore this person in this situation","Love"
"I deeply adore this person right now","Love"
"I deeply adore this person with my team","Love"
"I deeply adore this person in class","Love"
"I deeply adore this person after the meeting","Love"
"I deeply adore this person this morning","Love"
"I deeply adore this person tonight","Love"
"I deeply adore this person in the lab","Love"
"I deeply adore this person during practice","Love"
"I deeply adore this person with friends","Love"
"I deeply adore this person at home","Love"
"I feel strong affection today","Love"
"I feel strong affection this week","Love"
"I feel strong affection at college","Love"
"I feel strong affection during the project","Love"
"I feel strong affection in this situation","Love"
"I feel strong affection right now","Love"
"I feel strong affection with my team","Love"
"I feel strong affection in class","Love"
"I feel strong affection after the meeting","Love"
"I feel strong affection this morning","Love"
"I feel strong affection tonight","Love"
"I feel strong affection in the lab","Love"
"I feel strong affection during practice","Love"
"I feel strong affection with friends","Love"
"I feel strong affection at home","Love"
"I cherish this bond today","Love"
"I cherish this bond this week","Love"
"I cherish this bond at college","Love"
"I cherish this bond during the project","Love"
"I cherish this bond in this situation","Love"
"I cherish this bond right now","Love"
"I cherish this bond with my team","Love"
"I cherish this bond in class","Love"
"I cherish this bond after the meeting","Love"
"I cherish this bond this morning","Love"
"I cherish this bond tonight","Love"
"I cherish this bond in the lab","Love"
"I cherish this bond during practice","Love"
"I cherish this bond with friends","Love"
"I cherish this bond at home","Love"
"I feel nervous today","Nervousness"
"I feel nervous this week","Nervousness"
"I feel nervous at college","Nervousness"
"I feel nervous during the project","Nervousness"
"I feel nervous in this situation","Nervousness"
"I feel nervous right now","Nervousness"
"I feel nervous with my team","Nervousness"
"I feel nervous in class","Nervousness"
"I feel nervous after the meeting","Nervousness"
"I feel nervous this morning","Nervousness"
"I feel nervous tonight","Nervousness"
"I feel nervous in the lab","Nervousness"
"I feel nervous during practice","Nervousness"
"I feel nervous with friends","Nervousness"
"I feel nervous at home","Nervousness"
"I am anxious now today","Nervousness"
"I am anxious now this week","Nervousness"
"I am anxious now at college","Nervousness"
"I am anxious now during the project","Nervousness"
"I am anxious now in this situation","Nervousness"
"I am anxious now right now","Nervousness"
"I am anxious now with my team","Nervousness"
"I am anxious now in class","Nervousness"
"I am anxious now after the meeting","Nervousness"
"I am anxious now this morning","Nervousness"
"I am anxious now tonight","Nervousness"
"I am anxious now in the lab","Nervousness"
"I am anxious now during practice","Nervousness"
"I am anxious now with friends","Nervousness"
"I am anxious now at home","Nervousness"
"I am worried about this today","Nervousness"
"I am worried about this this week","Nervousness"
"I am worried about this at college","Nervousness"
"I am worried about this during the project","Nervousness"
"I am worried about this in this situation","Nervousness"
"I am worried about this right now","Nervousness"
"I am worried about this with my team","Nervousness"
"I am worried about this in class","Nervousness"
"I am worried about this after the meeting","Nervousness"
"I am worried about this this morning","Nervousness"
"I am worried about this tonight","Nervousness"
"I am worried about this in the lab","Nervousness"
"I am worried about this during practice","Nervousness"
"I am worried about this with friends","Nervousness"
"I am worried about this at home","Nervousness"
"I feel tense today today","Nervousness"
"I feel tense today this week","Nervousness"
"I feel tense today at college","Nervousness"
"I feel tense today during the project","Nervousness"
"I feel tense today in this situation","Nervousness"
"I feel tense today right now","Nervousness"
"I feel tense today with my team","Nervousness"
"I feel tense today in class","Nervousness"
"I feel tense today after the meeting","Nervousness"
"I feel tense today this morning","Nervousness"
"I feel tense today tonight","Nervousness"
"I feel tense today in the lab","Nervousness"
"I feel tense today during practice","Nervousness"
"I feel tense today with friends","Nervousness"
"I feel tense today at home","Nervousness"
"I feel hopeful today","Optimism"
"I feel hopeful this week","Optimism"
"I feel hopeful at college","Optimism"
"I feel hopeful during the project","Optimism"
"I feel hopeful in this situation","Optimism"
"I feel hopeful right now","Optimism"
"I feel hopeful with my team","Optimism"
"I feel hopeful in class","Optimism"
"I feel hopeful after the meeting","Optimism"
"I feel hopeful this morning","Optimism"
"I feel hopeful tonight","Optimism"
"I feel hopeful in the lab","Optimism"
"I feel hopeful during practice","Optimism"
"I feel hopeful with friends","Optimism"
"I feel hopeful at home","Optimism"
"I am optimistic about this today","Optimism"
"I am optimistic about this this week","Optimism"
"I am optimistic about this at college","Optimism"
"I am optimistic about this during the project","Optimism"
"I am optimistic about this in this situation","Optimism"
"I am optimistic about this right now","Optimism"
"I am optimistic about this with my team","Optimism"
"I am optimistic about this in class","Optimism"
"I am optimistic about this after the meeting","Optimism"
"I am optimistic about this this morning","Optimism"
"I am optimistic about this tonight","Optimism"
"I am optimistic about this in the lab","Optimism"
"I am optimistic about this during practice","Optimism"
"I am optimistic about this with friends","Optimism"
"I am optimistic about this at home","Optimism"
"Things will improve soon today","Optimism"
"Things will improve soon this week","Optimism"
"Things will improve soon at college","Optimism"
"Things will improve soon during the project","Optimism"
"Things will improve soon in this situation","Optimism"
"Things will improve soon right now","Optimism"
"Things will improve soon with my team","Optimism"
"Things will improve soon in class","Optimism"
"Things will improve soon after the meeting","Optimism"
"Things will improve soon this morning","Optimism"
"Things will improve soon tonight","Optimism"
"Things will improve soon in the lab","Optimism"
"Things will improve soon during practice","Optimism"
"Things will improve soon with friends","Optimism"
"Things will improve soon at home","Optimism"
"I expect a good outcome today","Optimism"
"I expect a good outcome this week","Optimism"
"I expect a good outcome at college","Optimism"
"I expect a good outcome during the project","Optimism"
"I expect a good outcome in this situation","Optimism"
"I expect a good outcome right now","Optimism"
"I expect a good outcome with my team","Optimism"
"I expect a good outcome in class","Optimism"
"I expect a good outcome after the meeting","Optimism"
"I expect a good outcome this morning","Optimism"
"I expect a good outcome tonight","Optimism"
"I expect a good outcome in the lab","Optimism"
"I expect a good outcome during practice","Optimism"
"I expect a good outcome with friends","Optimism"
"I expect a good outcome at home","Optimism"
"I feel proud today today","Pride"
"I feel proud today this week","Pride"
"I feel proud today at college","Pride"
"I feel proud today during the project","Pride"
"I feel proud today in this situation","Pride"
"I feel proud today right now","Pride"
"I feel proud today with my team","Pride"
"I feel proud today in class","Pride"
"I feel proud today after the meeting","Pride"
"I feel proud today this morning","Pride"
"I feel proud today tonight","Pride"
"I feel proud today in the lab","Pride"
"I feel proud today during practice","Pride"
"I feel proud today with friends","Pride"
"I feel proud today at home","Pride"
"I am proud of this work today","Pride"
"I am proud of this work this week","Pride"
"I am proud of this work at college","Pride"
"I am proud of this work during the project","Pride"
"I am proud of this work in this situation","Pride"
"I am proud of this work right now","Pride"
"I am proud of this work with my team","Pride"
"I am proud of this work in class","Pride"
"I am proud of this work after the meeting","Pride"
"I am proud of this work this morning","Pride"
"I am proud of this work tonight","Pride"
"I am proud of this work in the lab","Pride"
"I am proud of this work during practice","Pride"
"I am proud of this work with friends","Pride"
"I am proud of this work at home","Pride"
"This is my achievement today","Pride"
"This is my achievement this week","Pride"
"This is my achievement at college","Pride"
"This is my achievement during the project","Pride"
"This is my achievement in this situation","Pride"
"This is my achievement right now","Pride"
"This is my achievement with my team","Pride"
"This is my achievement in class","Pride"
"This is my achievement after the meeting","Pride"
"This is my achievement this morning","Pride"
"This is my achievement tonight","Pride"
"This is my achievement in the lab","Pride"
"This is my achievement during practice","Pride"
"This is my achievement with friends","Pride"
"This is my achievement at home","Pride"
"I earned this success today","Pride"
"I earned this success this week","Pride"
"I earned this success at college","Pride"
"I earned this success during the project","Pride"
"I earned this success in this situation","Pride"
"I earned this success right now","Pride"
"I earned this success with my team","Pride"
"I earned this success in class","Pride"
"I earned this success after the meeting","Pride"
"I earned this success this morning","Pride"
"I earned this success tonight","Pride"
"I earned this success in the lab","Pride"
"I earned this success during practice","Pride"
"I earned this success with friends","Pride"
"I earned this success at home","Pride"
"I just realized this today","Realization"
"I just realized this this week","Realization"
"I just realized this at college","Realization"
"I just realized this during the project","Realization"
"I just realized this in this situation","Realization"
"I just realized this right now","Realization"
"I just realized this with my team","Realization"
"I just realized this in class","Realization"
"I just realized this after the meeting","Realization"
"I just realized this this morning","Realization"
"I just realized this tonight","Realization"
"I just realized this in the lab","Realization"
"I just realized this during practice","Realization"
"I just realized this with friends","Realization"
"I just realized this at home","Realization"
"Now I clearly see it today","Realization"
"Now I clearly see it this week","Realization"
"Now I clearly see it at college","Realization"
"Now I clearly see it during the project","Realization"
"Now I clearly see it in this situation","Realization"
"Now I clearly see it right now","Realization"
"Now I clearly see it with my team","Realization"
"Now I clearly see it in class","Realization"
"Now I clearly see it after the meeting","Realization"
"Now I clearly see it this morning","Realization"
"Now I clearly see it tonight","Realization"
"Now I clearly see it in the lab","Realization"
"Now I clearly see it during practice","Realization"
"Now I clearly see it with friends","Realization"
"Now I clearly see it at home","Realization"
"It finally makes sense today","Realization"
"It finally makes sense this week","Realization"
"It finally makes sense at college","Realization"
"It finally makes sense during the project","Realization"
"It finally makes sense in this situation","Realization"
"It finally makes sense right now","Realization"
"It finally makes sense with my team","Realization"
"It finally makes sense in class","Realization"
"It finally makes sense after the meeting","Realization"
"It finally makes sense this morning","Realization"
"It finally makes sense tonight","Realization"
"It finally makes sense in the lab","Realization"
"It finally makes sense during practice","Realization"
"It finally makes sense with friends","Realization"
"It finally makes sense at home","Realization"
"I figured this out now today","Realization"
"I figured this out now this week","Realization"
"I figured this out now at college","Realization"
"I figured this out now during the project","Realization"
"I figured this out now in this situation","Realization"
"I figured this out now right now","Realization"
"I figured this out now with my team","Realization"
"I figured this out now in class","Realization"
"I figured this out now after the meeting","Realization"
"I figured this out now this morning","Realization"
"I figured this out now tonight","Realization"
"I figured this out now in the lab","Realization"
"I figured this out now during practice","Realization"
"I figured this out now with friends","Realization"
"I figured this out now at home","Realization"
"I feel relieved now today","Relief"
"I feel relieved now this week","Relief"
"I feel relieved now at college","Relief"
"I feel relieved now during the project","Relief"
"I feel relieved now in this situation","Relief"
"I feel relieved now right now","Relief"
"I feel relieved now with my team","Relief"
"I feel relieved now in class","Relief"
"I feel relieved now after the meeting","Relief"
"I feel relieved now this morning","Relief"
"I feel relieved now tonight","Relief"
"I feel relieved now in the lab","Relief"
"I feel relieved now during practice","Relief"
"I feel relieved now with friends","Relief"
"I feel relieved now at home","Relief"
"Finally this is over today","Relief"
"Finally this is over this week","Relief"
"Finally this is over at college","Relief"
"Finally this is over during the project","Relief"
"Finally this is over in this situation","Relief"
"Finally this is over right now","Relief"
"Finally this is over with my team","Relief"
"Finally this is over in class","Relief"
"Finally this is over after the meeting","Relief"
"Finally this is over this morning","Relief"
"Finally this is over tonight","Relief"
"Finally this is over in the lab","Relief"
"Finally this is over during practice","Relief"
"Finally this is over with friends","Relief"
"Finally this is over at home","Relief"
"What a relief for me today","Relief"
"What a relief for me this week","Relief"
"What a relief for me at college","Relief"
"What a relief for me during the project","Relief"
"What a relief for me in this situation","Relief"
"What a relief for me right now","Relief"
"What a relief for me with my team","Relief"
"What a relief for me in class","Relief"
"What a relief for me after the meeting","Relief"
"What a relief for me this morning","Relief"
"What a relief for me tonight","Relief"
"What a relief for me in the lab","Relief"
"What a relief for me during practice","Relief"
"What a relief for me with friends","Relief"
"What a relief for me at home","Relief"
"I can relax now today","Relief"
"I can relax now this week","Relief"
"I can relax now at college","Relief"
"I can relax now during the project","Relief"
"I can relax now in this situation","Relief"
"I can relax now right now","Relief"
"I can relax now with my team","Relief"
"I can relax now in class","Relief"
"I can relax now after the meeting","Relief"
"I can relax now this morning","Relief"
"I can relax now tonight","Relief"
"I can relax now in the lab","Relief"
"I can relax now during practice","Relief"
"I can relax now with friends","Relief"
"I can relax now at home","Relief"
"I feel sorry today","Remorse"
"I feel sorry this week","Remorse"
"I feel sorry at college","Remorse"
"I feel sorry during the project","Remorse"
"I feel sorry in this situation","Remorse"
"I feel sorry right now","Remorse"
"I feel sorry with my team","Remorse"
"I feel sorry in class","Remorse"
"I feel sorry after the meeting","Remorse"
"I feel sorry this morning","Remorse"
"I feel sorry tonight","Remorse"
"I feel sorry in the lab","Remorse"
"I feel sorry during practice","Remorse"
"I feel sorry with friends","Remorse"
"I feel sorry at home","Remorse"
"I regret my action today","Remorse"
"I regret my action this week","Remorse"
"I regret my action at college","Remorse"
"I regret my action during the project","Remorse"
"I regret my action in this situation","Remorse"
"I regret my action right now","Remorse"
"I regret my action with my team","Remorse"
"I regret my action in class","Remorse"
"I regret my action after the meeting","Remorse"
"I regret my action this morning","Remorse"
"I regret my action tonight","Remorse"
"I regret my action in the lab","Remorse"
"I regret my action during practice","Remorse"
"I regret my action with friends","Remorse"
"I regret my action at home","Remorse"
"This was my fault today","Remorse"
"This was my fault this week","Remorse"
"This was my fault at college","Remorse"
"This was my fault during the project","Remorse"
"This was my fault in this situation","Remorse"
"This was my fault right now","Remorse"
"This was my fault with my team","Remorse"
"This was my fault in class","Remorse"
"This was my fault after the meeting","Remorse"
"This was my fault this morning","Remorse"
"This was my fault tonight","Remorse"
"This was my fault in the lab","Remorse"
"This was my fault during practice","Remorse"
"This was my fault with friends","Remorse"
"This was my fault at home","Remorse"
"I feel guilty now today","Remorse"
"I feel guilty now this week","Remorse"
"I feel guilty now at college","Remorse"
"I feel guilty now during the project","Remorse"
"I feel guilty now in this situation","Remorse"
"I feel guilty now right now","Remorse"
"I feel guilty now with my team","Remorse"
"I feel guilty now in class","Remorse"
"I feel guilty now after the meeting","Remorse"
"I feel guilty now this morning","Remorse"
"I feel guilty now tonight","Remorse"
"I feel guilty now in the lab","Remorse"
"I feel guilty now during practice","Remorse"
"I feel guilty now with friends","Remorse"
"I feel guilty now at home","Remorse"
"I feel sad today today","Sadness"
"I feel sad today this week","Sadness"
"I feel sad today at college","Sadness"
"I feel sad today during the project","Sadness"
"I feel sad today in this situation","Sadness"
"I feel sad today right now","Sadness"
"I feel sad today with my team","Sadness"
"I feel sad today in class","Sadness"
"I feel sad today after the meeting","Sadness"
"I feel sad today this morning","Sadness"
"I feel sad today tonight","Sadness"
"I feel sad today in the lab","Sadness"
"I feel sad today during practice","Sadness"
"I feel sad today with friends","Sadness"
"I feel sad today at home","Sadness"
"I feel down now today","Sadness"
"I feel down now this week","Sadness"
"I feel down now at college","Sadness"
"I feel down now during the project","Sadness"
"I feel down now in this situation","Sadness"
"I feel down now right now","Sadness"
"I feel down now with my team","Sadness"
"I feel down now in class","Sadness"
"I feel down now after the meeting","Sadness"
"I feel down now this morning","Sadness"
"I feel down now tonight","Sadness"
"I feel down now in the lab","Sadness"
"I feel down now during practice","Sadness"
"I feel down now with friends","Sadness"
"I feel down now at home","Sadness"
"I am unhappy right now today","Sadness"
"I am unhappy right now this week","Sadness"
"I am unhappy right now at college","Sadness"
"I am unhappy right now during the project","Sadness"
"I am unhappy right now in this situation","Sadness"
"I am unhappy right now right now","Sadness"
"I am unhappy right now with my team","Sadness"
"I am unhappy right now in class","Sadness"
"I am unhappy right now after the meeting","Sadness"
"I am unhappy right now this morning","Sadness"
"I am unhappy right now tonight","Sadness"
"I am unhappy right now in the lab","Sadness"
"I am unhappy right now during practice","Sadness"
"I am unhappy right now with friends","Sadness"
"I am unhappy right now at home","Sadness"
"This makes me depressed today","Sadness"
"This makes me depressed this week","Sadness"
"This makes me depressed at college","Sadness"
"This makes me depressed during the project","Sadness"
"This makes me depressed in this situation","Sadness"
"This makes me depressed right now","Sadness"
"This makes me depressed with my team","Sadness"
"This makes me depressed in class","Sadness"
"This makes me depressed after the meeting","Sadness"
"This makes me depressed this morning","Sadness"
"This makes me depressed tonight","Sadness"
"This makes me depressed in the lab","Sadness"
"This makes me depressed during practice","Sadness"
"This makes me depressed with friends","Sadness"
"This makes me depressed at home","Sadness"
"I am surprised by this today","Surprise"
"I am surprised by this this week","Surprise"
"I am surprised by this at college","Surprise"
"I am surprised by this during the project","Surprise"
"I am surprised by this in this situation","Surprise"
"I am surprised by this right now","Surprise"
"I am surprised by this with my team","Surprise"
"I am surprised by this in class","Surprise"
"I am surprised by this after the meeting","Surprise"
"I am surprised by this this morning","Surprise"
"I am surprised by this tonight","Surprise"
"I am surprised by this in the lab","Surprise"
"I am surprised by this during practice","Surprise"
"I am surprised by this with friends","Surprise"
"I am surprised by this at home","Surprise"
"This is unexpected today","Surprise"
"This is unexpected this week","Surprise"
"This is unexpected at college","Surprise"
"This is unexpected during the project","Surprise"
"This is unexpected in this situation","Surprise"
"This is unexpected right now","Surprise"
"This is unexpected with my team","Surprise"
"This is unexpected in class","Surprise"
"This is unexpected after the meeting","Surprise"
"This is unexpected this morning","Surprise"
"This is unexpected tonight","Surprise"
"This is unexpected in the lab","Surprise"
"This is unexpected during practice","Surprise"
"This is unexpected with friends","Surprise"
"This is unexpected at home","Surprise"
"Wow that shocked me today","Surprise"
"Wow that shocked me this week","Surprise"
"Wow that shocked me at college","Surprise"
"Wow that shocked me during the project","Surprise"
"Wow that shocked me in this situation","Surprise"
"Wow that shocked me right now","Surprise"
"Wow that shocked me with my team","Surprise"
"Wow that shocked me in class","Surprise"
"Wow that shocked me after the meeting","Surprise"
"Wow that shocked me this morning","Surprise"
"Wow that shocked me tonight","Surprise"
"Wow that shocked me in the lab","Surprise"
"Wow that shocked me during practice","Surprise"
"Wow that shocked me with friends","Surprise"
"Wow that shocked me at home","Surprise"
"I did not see that coming today","Surprise"
"I did not see that coming this week","Surprise"
"I did not see that coming at college","Surprise"
"I did not see that coming during the project","Surprise"
"I did not see that coming in this situation","Surprise"
"I did not see that coming right now","Surprise"
"I did not see that coming with my team","Surprise"
"I did not see that coming in class","Surprise"
"I did not see that coming after the meeting","Surprise"
"I did not see that coming this morning","Surprise"
"I did not see that coming tonight","Surprise"
"I did not see that coming in the lab","Surprise"
"I did not see that coming during practice","Surprise"
"I did not see that coming with friends","Surprise"
"I did not see that coming at home","Surprise"
"I went to class today","Neutral"
"I went to class this week","Neutral"
"I went to class at college","Neutral"
"I went to class during the project","Neutral"
"I went to class in this situation","Neutral"
"I went to class right now","Neutral"
"I went to class with my team","Neutral"
"I went to class in class","Neutral"
"I went to class after the meeting","Neutral"
"I went to class this morning","Neutral"
"I went to class tonight","Neutral"
"I went to class in the lab","Neutral"
"I went to class during practice","Neutral"
"I went to class with friends","Neutral"
