"text","label"
"I strongly want this opportunity because it aligns with my goals and I have prepared for it for months with my team. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Desire"
"I strongly want this opportunity because it aligns with my goals and I have prepared for it for months at home. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Desire"
"I strongly want this opportunity because it aligns with my goals and I have prepared for it for months after the meeting. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Desire"
"I strongly want this opportunity because it aligns with my goals and I have prepared for it for months during the evening. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Desire"
"I strongly want this opportunity because it aligns with my goals and I have prepared for it for months this morning. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Desire"
"I really wish to achieve this result and I am willing to work consistently until it happens today. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Desire"
"I really wish to achieve this result and I am willing to work consistently until it happens this week. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Desire"
"I really wish to achieve this result and I am willing to work consistently until it happens during the project cycle. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Desire"
"I really wish to achieve this result and I am willing to work consistently until it happens at college. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Desire"
"I really wish to achieve this result and I am willing to work consistently until it happens at work. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Desire"
"I really wish to achieve this result and I am willing to work consistently until it happens with my team. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Desire"
"I really wish to achieve this result and I am willing to work consistently until it happens at home. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Desire"
"I really wish to achieve this result and I am willing to work consistently until it happens after the meeting. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Desire"
"I really wish to achieve this result and I am willing to work consistently until it happens during the evening. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Desire"
"I really wish to achieve this result and I am willing to work consistently until it happens this morning. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Desire"
"I feel disappointed because the outcome is far below what was promised despite all our effort today. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disappointment"
"I feel disappointed because the outcome is far below what was promised despite all our effort this week. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disappointment"
"I feel disappointed because the outcome is far below what was promised despite all our effort during the project cycle. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disappointment"
"I feel disappointed because the outcome is far below what was promised despite all our effort at college. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disappointment"
"I feel disappointed because the outcome is far below what was promised despite all our effort at work. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disappointment"
"I feel disappointed because the outcome is far below what was promised despite all our effort with my team. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disappointment"
"I feel disappointed because the outcome is far below what was promised despite all our effort at home. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disappointment"
"I feel disappointed because the outcome is far below what was promised despite all our effort after the meeting. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disappointment"
"I feel disappointed because the outcome is far below what was promised despite all our effort during the evening. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disappointment"
"I feel disappointed because the outcome is far below what was promised despite all our effort this morning. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disappointment"
"This result let me down since expectations were high and the final quality is not acceptable today. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disappointment"
"This result let me down since expectations were high and the final quality is not acceptable this week. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disappointment"
"This result let me down since expectations were high and the final quality is not acceptable during the project cycle. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disappointment"
"This result let me down since expectations were high and the final quality is not acceptable at college. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disappointment"
"This result let me down since expectations were high and the final quality is not acceptable at work. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disappointment"
"This result let me down since expectations were high and the final quality is not acceptable with my team. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disappointment"
"This result let me down since expectations were high and the final quality is not acceptable at home. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disappointment"
"This result let me down since expectations were high and the final quality is not acceptable after the meeting. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disappointment"
"This result let me down since expectations were high and the final quality is not acceptable during the evening. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disappointment"
"This result let me down since expectations were high and the final quality is not acceptable this morning. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disappointment"
"I disapprove of this behavior because it ignores basic respect and creates avoidable harm to others today. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disapproval"
"I disapprove of this behavior because it ignores basic respect and creates avoidable harm to others this week. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disapproval"
"I disapprove of this behavior because it ignores basic respect and creates avoidable harm to others during the project cycle. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disapproval"
"I disapprove of this behavior because it ignores basic respect and creates avoidable harm to others at college. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disapproval"
"I disapprove of this behavior because it ignores basic respect and creates avoidable harm to others at work. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disapproval"
"I disapprove of this behavior because it ignores basic respect and creates avoidable harm to others with my team. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disapproval"
"I disapprove of this behavior because it ignores basic respect and creates avoidable harm to others at home. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disapproval"
"I disapprove of this behavior because it ignores basic respect and creates avoidable harm to others after the meeting. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disapproval"
"I disapprove of this behavior because it ignores basic respect and creates avoidable harm to others during the evening. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disapproval"
"I disapprove of this behavior because it ignores basic respect and creates avoidable harm to others this morning. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disapproval"
"This approach is not okay since it sacrifices ethics and transparency for short term gain today. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disapproval"
"This approach is not okay since it sacrifices ethics and transparency for short term gain this week. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disapproval"
"This approach is not okay since it sacrifices ethics and transparency for short term gain during the project cycle. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disapproval"
"This approach is not okay since it sacrifices ethics and transparency for short term gain at college. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disapproval"
"This approach is not okay since it sacrifices ethics and transparency for short term gain at work. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disapproval"
"This approach is not okay since it sacrifices ethics and transparency for short term gain with my team. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disapproval"
"This approach is not okay since it sacrifices ethics and transparency for short term gain at home. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disapproval"
"This approach is not okay since it sacrifices ethics and transparency for short term gain after the meeting. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disapproval"
"This approach is not okay since it sacrifices ethics and transparency for short term gain during the evening. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disapproval"
"This approach is not okay since it sacrifices ethics and transparency for short term gain this morning. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disapproval"
"I feel disgusted because the environment is filthy, unsafe, and ignored despite repeated complaints today. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disgust"
"I feel disgusted because the environment is filthy, unsafe, and ignored despite repeated complaints this week. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disgust"
"I feel disgusted because the environment is filthy, unsafe, and ignored despite repeated complaints during the project cycle. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disgust"
"I feel disgusted because the environment is filthy, unsafe, and ignored despite repeated complaints at college. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disgust"
"I feel disgusted because the environment is filthy, unsafe, and ignored despite repeated complaints at work. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disgust"
"I feel disgusted because the environment is filthy, unsafe, and ignored despite repeated complaints with my team. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disgust"
"I feel disgusted because the environment is filthy, unsafe, and ignored despite repeated complaints at home. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disgust"
"I feel disgusted because the environment is filthy, unsafe, and ignored despite repeated complaints after the meeting. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disgust"
"I feel disgusted because the environment is filthy, unsafe, and ignored despite repeated complaints during the evening. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disgust"
"I feel disgusted because the environment is filthy, unsafe, and ignored despite repeated complaints this morning. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disgust"
"That behavior is revolting to me and it crosses limits that should never be crossed today. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disgust"
"That behavior is revolting to me and it crosses limits that should never be crossed this week. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disgust"
"That behavior is revolting to me and it crosses limits that should never be crossed during the project cycle. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disgust"
"That behavior is revolting to me and it crosses limits that should never be crossed at college. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disgust"
"That behavior is revolting to me and it crosses limits that should never be crossed at work. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disgust"
"That behavior is revolting to me and it crosses limits that should never be crossed with my team. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disgust"
"That behavior is revolting to me and it crosses limits that should never be crossed at home. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disgust"
"That behavior is revolting to me and it crosses limits that should never be crossed after the meeting. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disgust"
"That behavior is revolting to me and it crosses limits that should never be crossed during the evening. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disgust"
"That behavior is revolting to me and it crosses limits that should never be crossed this morning. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Disgust"
"I feel embarrassed because I made a visible mistake in front of everyone during the presentation today. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Embarrassment"
"I feel embarrassed because I made a visible mistake in front of everyone during the presentation this week. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Embarrassment"
"I feel embarrassed because I made a visible mistake in front of everyone during the presentation during the project cycle. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Embarrassment"
"I feel embarrassed because I made a visible mistake in front of everyone during the presentation at college. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Embarrassment"
"I feel embarrassed because I made a visible mistake in front of everyone during the presentation at work. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Embarrassment"
"I feel embarrassed because I made a visible mistake in front of everyone during the presentation with my team. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Embarrassment"
"I feel embarrassed because I made a visible mistake in front of everyone during the presentation at home. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Embarrassment"
"I feel embarrassed because I made a visible mistake in front of everyone during the presentation after the meeting. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Embarrassment"
"I feel embarrassed because I made a visible mistake in front of everyone during the presentation during the evening. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Embarrassment"
"I feel embarrassed because I made a visible mistake in front of everyone during the presentation this morning. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Embarrassment"
"That awkward moment keeps replaying in my mind and I feel ashamed about how I handled it today. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Embarrassment"
"That awkward moment keeps replaying in my mind and I feel ashamed about how I handled it this week. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Embarrassment"
"That awkward moment keeps replaying in my mind and I feel ashamed about how I handled it during the project cycle. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Embarrassment"
"That awkward moment keeps replaying in my mind and I feel ashamed about how I handled it at college. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Embarrassment"
"That awkward moment keeps replaying in my mind and I feel ashamed about how I handled it at work. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Embarrassment"
"That awkward moment keeps replaying in my mind and I feel ashamed about how I handled it with my team. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Embarrassment"
"That awkward moment keeps replaying in my mind and I feel ashamed about how I handled it at home. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Embarrassment"
"That awkward moment keeps replaying in my mind and I feel ashamed about how I handled it after the meeting. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Embarrassment"
"That awkward moment keeps replaying in my mind and I feel ashamed about how I handled it during the evening. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Embarrassment"
"That awkward moment keeps replaying in my mind and I feel ashamed about how I handled it this morning. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Embarrassment"
"I am really excited because this new phase is starting and it opens so many possibilities for growth today. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Excitement"
"I am really excited because this new phase is starting and it opens so many possibilities for growth this week. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Excitement"
"I am really excited because this new phase is starting and it opens so many possibilities for growth during the project cycle. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Excitement"
"I am really excited because this new phase is starting and it opens so many possibilities for growth at college. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Excitement"
"I am really excited because this new phase is starting and it opens so many possibilities for growth at work. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Excitement"
"I am really excited because this new phase is starting and it opens so many possibilities for growth with my team. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Excitement"
"I am really excited because this new phase is starting and it opens so many possibilities for growth at home. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Excitement"
"I am really excited because this new phase is starting and it opens so many possibilities for growth after the meeting. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Excitement"
"I am really excited because this new phase is starting and it opens so many possibilities for growth during the evening. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Excitement"
"I am really excited because this new phase is starting and it opens so many possibilities for growth this morning. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Excitement"
"I feel thrilled and energized, and I cannot wait to begin working on this challenge today. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Excitement"
"I feel thrilled and energized, and I cannot wait to begin working on this challenge this week. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Excitement"
"I feel thrilled and energized, and I cannot wait to begin working on this challenge during the project cycle. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Excitement"
"I feel thrilled and energized, and I cannot wait to begin working on this challenge at college. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Excitement"
"I feel thrilled and energized, and I cannot wait to begin working on this challenge at work. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Excitement"
"I feel thrilled and energized, and I cannot wait to begin working on this challenge with my team. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Excitement"
"I feel thrilled and energized, and I cannot wait to begin working on this challenge at home. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Excitement"
"I feel thrilled and energized, and I cannot wait to begin working on this challenge after the meeting. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Excitement"
"I feel thrilled and energized, and I cannot wait to begin working on this challenge during the evening. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Excitement"
"I feel thrilled and energized, and I cannot wait to begin working on this challenge this morning. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Excitement"
"I feel afraid because the uncertainty is high and one wrong decision could create serious consequences today. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Fear"
"I feel afraid because the uncertainty is high and one wrong decision could create serious consequences this week. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Fear"
"I feel afraid because the uncertainty is high and one wrong decision could create serious consequences during the project cycle. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Fear"
"I feel afraid because the uncertainty is high and one wrong decision could create serious consequences at college. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Fear"
"I feel afraid because the uncertainty is high and one wrong decision could create serious consequences at work. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Fear"
"I feel afraid because the uncertainty is high and one wrong decision could create serious consequences with my team. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Fear"
"I feel afraid because the uncertainty is high and one wrong decision could create serious consequences at home. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Fear"
"I feel afraid because the uncertainty is high and one wrong decision could create serious consequences after the meeting. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Fear"
"I feel afraid because the uncertainty is high and one wrong decision could create serious consequences during the evening. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Fear"
"I feel afraid because the uncertainty is high and one wrong decision could create serious consequences this morning. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Fear"
"This situation scares me since there are warning signs everywhere and risks keep increasing today. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Fear"
"This situation scares me since there are warning signs everywhere and risks keep increasing this week. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Fear"
"This situation scares me since there are warning signs everywhere and risks keep increasing during the project cycle. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Fear"
"This situation scares me since there are warning signs everywhere and risks keep increasing at college. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Fear"
"This situation scares me since there are warning signs everywhere and risks keep increasing at work. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Fear"
"This situation scares me since there are warning signs everywhere and risks keep increasing with my team. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Fear"
"This situation scares me since there are warning signs everywhere and risks keep increasing at home. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Fear"
"This situation scares me since there are warning signs everywhere and risks keep increasing after the meeting. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Fear"
"This situation scares me since there are warning signs everywhere and risks keep increasing during the evening. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Fear"
"This situation scares me since there are warning signs everywhere and risks keep increasing this morning. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Fear"
"Thank you for helping me patiently through each step when I was overwhelmed and unsure what to do today. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Gratitude"
"Thank you for helping me patiently through each step when I was overwhelmed and unsure what to do this week. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Gratitude"
"Thank you for helping me patiently through each step when I was overwhelmed and unsure what to do during the project cycle. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Gratitude"
"Thank you for helping me patiently through each step when I was overwhelmed and unsure what to do at college. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Gratitude"
"Thank you for helping me patiently through each step when I was overwhelmed and unsure what to do at work. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Gratitude"
"Thank you for helping me patiently through each step when I was overwhelmed and unsure what to do with my team. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Gratitude"
"Thank you for helping me patiently through each step when I was overwhelmed and unsure what to do at home. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Gratitude"
"Thank you for helping me patiently through each step when I was overwhelmed and unsure what to do after the meeting. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Gratitude"
"Thank you for helping me patiently through each step when I was overwhelmed and unsure what to do during the evening. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Gratitude"
"Thank you for helping me patiently through each step when I was overwhelmed and unsure what to do this morning. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Gratitude"
"I am deeply grateful for your support because your guidance made a difficult process manageable today. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Gratitude"
"I am deeply grateful for your support because your guidance made a difficult process manageable this week. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Gratitude"
"I am deeply grateful for your support because your guidance made a difficult process manageable during the project cycle. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Gratitude"
"I am deeply grateful for your support because your guidance made a difficult process manageable at college. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Gratitude"
"I am deeply grateful for your support because your guidance made a difficult process manageable at work. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Gratitude"
"I am deeply grateful for your support because your guidance made a difficult process manageable with my team. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Gratitude"
"I am deeply grateful for your support because your guidance made a difficult process manageable at home. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Gratitude"
"I am deeply grateful for your support because your guidance made a difficult process manageable after the meeting. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Gratitude"
"I am deeply grateful for your support because your guidance made a difficult process manageable during the evening. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Gratitude"
"I am deeply grateful for your support because your guidance made a difficult process manageable this morning. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Gratitude"
"I am grieving this loss and every small reminder brings a heavy wave of pain and silence today. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Grief"
"I am grieving this loss and every small reminder brings a heavy wave of pain and silence this week. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Grief"
"I am grieving this loss and every small reminder brings a heavy wave of pain and silence during the project cycle. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Grief"
"I am grieving this loss and every small reminder brings a heavy wave of pain and silence at college. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Grief"
"I am grieving this loss and every small reminder brings a heavy wave of pain and silence at work. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Grief"
"I am grieving this loss and every small reminder brings a heavy wave of pain and silence with my team. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Grief"
"I am grieving this loss and every small reminder brings a heavy wave of pain and silence at home. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Grief"
"I am grieving this loss and every small reminder brings a heavy wave of pain and silence after the meeting. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Grief"
"I am grieving this loss and every small reminder brings a heavy wave of pain and silence during the evening. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Grief"
"I am grieving this loss and every small reminder brings a heavy wave of pain and silence this morning. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Grief"
"The absence feels unbearable, and I am mourning with a sadness that does not quickly fade today. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Grief"
"The absence feels unbearable, and I am mourning with a sadness that does not quickly fade this week. I kept reflecting on this for a long time, comparing options, revisiting details, and trying to understand the bigger picture before making the next decision.","Grief"
